Ground,Margin,Match_Date,Team1,Team2,matchID,winner
Sylhet,6 wickets,21-Mar-14,Ireland,Netherlands,377,Netherlands
Mirpur,7 wickets,21-Mar-14,India,Pakistan,378,India
Chattogram,5 runs,22-Mar-14,South Africa,Sri Lanka,379,Sri Lanka
Chattogram,9 runs,22-Mar-14,England,New Zealand,380,New Zealand
Mirpur,16 runs,23-Mar-14,Australia,Pakistan,381,Pakistan
Mirpur,7 wickets,23-Mar-14,India,West Indies,382,India
Chattogram,2 runs,24-Mar-14,New Zealand,South Africa,383,South Africa
Chattogram,9 wickets,24-Mar-14,Netherlands,Sri Lanka,384,Sri Lanka
Mirpur,73 runs,25-Mar-14,Bangladesh,West Indies,385,West Indies
Chattogram,6 runs,27-Mar-14,Netherlands,South Africa,386,South Africa
Chattogram,6 wickets,27-Mar-14,England,Sri Lanka,387,England
Mirpur,6 wickets,28-Mar-14,Australia,West Indies,388,West Indies
Mirpur,8 wickets,28-Mar-14,Bangladesh,India,389,India
Chattogram,6 wickets,29-Mar-14,Netherlands,New Zealand,390,New Zealand
Chattogram,3 runs,29-Mar-14,England,South Africa,391,South Africa
Mirpur,50 runs,30-Mar-14,Bangladesh,Pakistan,392,Pakistan
Mirpur,73 runs,30-Mar-14,Australia,India,393,India
Chattogram,45 runs,31-Mar-14,England,Netherlands,394,Netherlands
Chattogram,59 runs,31-Mar-14,New Zealand,Sri Lanka,395,Sri Lanka
Mirpur,7 wickets,1-Apr-14,Bangladesh,Australia,396,Australia
Mirpur,84 runs,1-Apr-14,Pakistan,West Indies,397,West Indies
Mirpur,27 runs,3-Apr-14,Sri Lanka,West Indies,398,Sri Lanka
Mirpur,6 wickets,4-Apr-14,India,South Africa,399,India
Mirpur,6 wickets,6-Apr-14,India,Sri Lanka,400,Sri Lanka
The Oval,9 runs,20-May-14,England,Sri Lanka,401,Sri Lanka
Roseau,12 runs,5-Jul-14,West Indies,New Zealand,402,New Zealand
Roseau,39 runs,6-Jul-14,West Indies,New Zealand,403,West Indies
Basseterre,-,27-Aug-14,West Indies,Bangladesh,404,no result
Birmingham,3 runs,7-Sep-14,England,India,405,England
Dubai (DICS),6 wickets,5-Oct-14,Australia,Pakistan,406,Australia
Adelaide,7 wickets,5-Nov-14,Australia,South Africa,407,South Africa
Melbourne,7 wickets,7-Nov-14,Australia,South Africa,408,Australia
Sydney,2 wickets,9-Nov-14,Australia,South Africa,409,Australia
Colombo (PSS),2 wickets,24-Nov-14,Hong Kong,Nepal,410,Hong Kong
Dubai (DICS),7 wickets,4-Dec-14,New Zealand,Pakistan,411,Pakistan
Dubai (DICS),17 runs,5-Dec-14,New Zealand,Pakistan,412,New Zealand
Cape Town,4 wickets,9-Jan-15,South Africa,West Indies,413,West Indies
Johannesburg,4 wickets,11-Jan-15,South Africa,West Indies,414,West Indies
Durban,69 runs,14-Jan-15,South Africa,West Indies,415,South Africa
Mirpur,7 wickets,24-Apr-15,Bangladesh,Pakistan,416,Bangladesh
Lahore,5 wickets,22-May-15,Pakistan,Zimbabwe,417,Pakistan
Lahore,2 wickets,24-May-15,Pakistan,Zimbabwe,418,Pakistan
Bready,6 wickets,18-Jun-15,Ireland,Scotland,419,Scotland
Bready,-,19-Jun-15,Ireland,Scotland,420,no result
Bready,6 wickets,20-Jun-15,Ireland,Scotland,421,Scotland
Bready,-,21-Jun-15,Ireland,Scotland,422,no result
Manchester,56 runs,23-Jun-15,England,New Zealand,423,England
Amstelveen,18 runs,30-Jun-15,Netherlands,Nepal,424,Netherlands
Amstelveen,103 runs,1-Jul-15,Netherlands,Nepal,425,Netherlands
Rotterdam,18 runs,2-Jul-15,Netherlands,Nepal,426,Netherlands
Rotterdam,3 wickets,3-Jul-15,Netherlands,Nepal,427,Nepal
Mirpur,52 runs,5-Jul-15,Bangladesh,South Africa,428,South Africa
Mirpur,31 runs,7-Jul-15,Bangladesh,South Africa,429,South Africa
Edinburgh,9 wickets,9-Jul-15,Scotland,U.A.E.,430,Scotland
Edinburgh,32 runs,9-Jul-15,Afghanistan,Netherlands,431,Afghanistan
Edinburgh,8 wickets,10-Jul-15,Afghanistan,U.A.E.,432,Afghanistan
Edinburgh,32 runs,11-Jul-15,Scotland,Netherlands,433,Netherlands
Edinburgh,7 wickets,12-Jul-15,Netherlands,U.A.E.,434,Netherlands
Edinburgh,37 runs,12-Jul-15,Scotland,Afghanistan,435,Afghanistan
Belfast,8 wickets,13-Jul-15,Ireland,Nepal,436,Ireland
Belfast,2 wickets,15-Jul-15,Ireland,P.N.G.,437,P.N.G.
Belfast,5 wickets,15-Jul-15,Hong Kong,Nepal,438,Hong Kong
Dublin (Malahide),8 wickets,17-Jul-15,Nepal,P.N.G.,439,P.N.G.
Harare,54 runs,17-Jul-15,Zimbabwe,India,440,India
Dublin (Malahide),5 runs,17-Jul-15,Ireland,Hong Kong,441,Hong Kong
Harare,10 runs,19-Jul-15,Zimbabwe,India,442,Zimbabwe
Dublin (Malahide),5 wickets,21-Jul-15,Afghanistan,Hong Kong,443,Hong Kong
Dublin (Malahide),6 wickets,23-Jul-15,Afghanistan,P.N.G.,444,Afghanistan
Dublin (Malahide),5 wickets,25-Jul-15,Hong Kong,Scotland,445,Scotland
Dublin,5 wickets,25-Jul-15,Afghanistan,Oman,446,Afghanistan
Dublin (Malahide),5 wickets,25-Jul-15,Ireland,Netherlands,447,Netherlands
Colombo (RPS),29 runs,30-Jul-15,Sri Lanka,Pakistan,448,Pakistan
Colombo (RPS),1 wicket,1-Aug-15,Sri Lanka,Pakistan,449,Pakistan
Harare,80 runs,9-Aug-15,Zimbabwe,New Zealand,450,New Zealand
Durban,6 wickets,14-Aug-15,South Africa,New Zealand,451,South Africa
Centurion,32 runs,16-Aug-15,South Africa,New Zealand,452,New Zealand
Cardiff,5 runs,31-Aug-15,England,Australia,453,England
Harare,13 runs,27-Sep-15,Zimbabwe,Pakistan,454,Pakistan
Harare,15 runs,29-Sep-15,Zimbabwe,Pakistan,455,Pakistan
Dharamsala,7 wickets,2-Oct-15,India,South Africa,456,South Africa
Cuttack,6 wickets,5-Oct-15,India,South Africa,457,South Africa
Bulawayo,6 wickets,26-Oct-15,Zimbabwe,Afghanistan,458,Afghanistan
Bulawayo,5 wickets,28-Oct-15,Zimbabwe,Afghanistan,459,Afghanistan
Pallekele,30 runs,9-Nov-15,Sri Lanka,West Indies,460,Sri Lanka
Colombo (RPS),23 runs,11-Nov-15,Sri Lanka,West Indies,461,West Indies
Mirpur,4 wickets,13-Nov-15,Bangladesh,Zimbabwe,462,Bangladesh
Mirpur,3 wickets,15-Nov-15,Bangladesh,Zimbabwe,463,Zimbabwe
Abu Dhabi,6 wickets,21-Nov-15,Hong Kong,Oman,464,Oman
Abu Dhabi,7 wickets,22-Nov-15,U.A.E.,Oman,465,U.A.E.
Abu Dhabi,4 runs,25-Nov-15,Hong Kong,Oman,466,Oman
Abu Dhabi,8 wickets,26-Nov-15,Hong Kong,Oman,467,Hong Kong
Dubai (DICS),14 runs,26-Nov-15,England,Pakistan,468,England
Dubai (DICS),3 runs,27-Nov-15,England,Pakistan,469,England
Abu Dhabi,4 wickets,28-Nov-15,Afghanistan,Hong Kong,470,Hong Kong
Abu Dhabi,27 runs,29-Nov-15,Afghanistan,Oman,471,Afghanistan
Abu Dhabi,12 runs,30-Nov-15,Afghanistan,Oman,472,Afghanistan
Sharjah,-,30-Nov-15,England,Pakistan,473,tied
Mount Maunganui,3 runs,7-Jan-16,New Zealand,Sri Lanka,474,New Zealand
Sharjah,5 runs,8-Jan-16,Afghanistan,Zimbabwe,475,Afghanistan
Auckland,9 wickets,10-Jan-16,New Zealand,Sri Lanka,476,New Zealand
Sharjah,81 runs,10-Jan-16,Afghanistan,Zimbabwe,477,Afghanistan
Auckland,16 runs,15-Jan-16,New Zealand,Pakistan,478,Pakistan
Khulna,4 wickets,15-Jan-16,Bangladesh,Zimbabwe,479,Bangladesh
Hamilton,10 wickets,17-Jan-16,New Zealand,Pakistan,480,New Zealand
Khulna,42 runs,17-Jan-16,Bangladesh,Zimbabwe,481,Bangladesh
Khulna,31 runs,20-Jan-16,Bangladesh,Zimbabwe,482,Zimbabwe
Wellington,95 runs,22-Jan-16,New Zealand,Pakistan,483,New Zealand
Khulna,18 runs,22-Jan-16,Bangladesh,Zimbabwe,484,Zimbabwe
Adelaide,37 runs,26-Jan-16,Australia,India,485,India
Melbourne,27 runs,29-Jan-16,Australia,India,486,India
Mong Kok,9 wickets,30-Jan-16,Hong Kong,Scotland,487,Hong Kong
Mong Kok,37 runs,31-Jan-16,Hong Kong,Scotland,488,Scotland
Sydney,7 wickets,31-Jan-16,Australia,India,489,India
ICCA Dubai,84 runs,3-Feb-16,U.A.E.,Netherlands,490,Netherlands
ICCA Dubai,9 runs,4-Feb-16,U.A.E.,Scotland,491,U.A.E.
ICCA Dubai,37 runs,5-Feb-16,Netherlands,Scotland,492,Scotland
Townsville,5 wickets,6-Feb-16,Ireland,P.N.G.,493,Ireland
Townsville,7 runs,7-Feb-16,Ireland,P.N.G.,494,Ireland
Townsville,11 runs,9-Feb-16,Ireland,P.N.G.,495,P.N.G.
Pune,5 wickets,9-Feb-16,India,Sri Lanka,496,Sri Lanka
Ranchi,69 runs,12-Feb-16,India,Sri Lanka,497,India
Abu Dhabi,34 runs,14-Feb-16,U.A.E.,Ireland,498,Ireland
Visakhapatnam,9 wickets,14-Feb-16,India,Sri Lanka,499,India
Abu Dhabi,5 runs,16-Feb-16,U.A.E.,Ireland,500,U.A.E.
Fatullah,16 runs,19-Feb-16,Afghanistan,U.A.E.,501,U.A.E.
Fatullah,5 runs,19-Feb-16,Hong Kong,Oman,502,Oman
Cape Town,3 wickets,19-Feb-16,South Africa,England,503,South Africa
Fatullah,3 wickets,20-Feb-16,Afghanistan,Oman,504,Afghanistan
Fatullah,6 wickets,21-Feb-16,Hong Kong,U.A.E.,505,U.A.E.
Johannesburg,9 wickets,21-Feb-16,South Africa,England,506,South Africa
Mirpur,66 runs,22-Feb-16,Afghanistan,Hong Kong,507,Afghanistan
Mirpur,71 runs,22-Feb-16,Oman,U.A.E.,508,U.A.E.
Mirpur,45 runs,24-Feb-16,Bangladesh,India,509,India
Mirpur,14 runs,25-Feb-16,Sri Lanka,U.A.E.,510,Sri Lanka
Mirpur,51 runs,26-Feb-16,Bangladesh,U.A.E.,511,Bangladesh
Mirpur,5 wickets,27-Feb-16,India,Pakistan,512,India
Mirpur,23 runs,28-Feb-16,Bangladesh,Sri Lanka,513,Bangladesh
Mirpur,7 wickets,29-Feb-16,Pakistan,U.A.E.,514,Pakistan
Mirpur,5 wickets,1-Mar-16,India,Sri Lanka,515,India
Mirpur,5 wickets,2-Mar-16,Bangladesh,Pakistan,516,Bangladesh
Mirpur,9 wickets,3-Mar-16,India,U.A.E.,517,India
Mirpur,6 wickets,4-Mar-16,Pakistan,Sri Lanka,518,Pakistan
Durban,3 wickets,4-Mar-16,South Africa,Australia,519,South Africa
Johannesburg,5 wickets,6-Mar-16,South Africa,Australia,520,Australia
Mirpur,8 wickets,6-Mar-16,Bangladesh,India,521,India
Nagpur,14 runs,8-Mar-16,Hong Kong,Zimbabwe,522,Zimbabwe
Nagpur,14 runs,8-Mar-16,Afghanistan,Scotland,523,Afghanistan
Dharamsala,8 runs,9-Mar-16,Bangladesh,Netherlands,524,Bangladesh
Dharamsala,2 wickets,9-Mar-16,Ireland,Oman,525,Oman
Cape Town,6 wickets,9-Mar-16,South Africa,Australia,526,Australia
Nagpur,11 runs,10-Mar-16,Scotland,Zimbabwe,527,Zimbabwe
Nagpur,6 wickets,10-Mar-16,Afghanistan,Hong Kong,528,Afghanistan
Dharamsala,-,11-Mar-16,Netherlands,Oman,529,no result
Dharamsala,-,11-Mar-16,Bangladesh,Ireland,530,no result
Nagpur,59 runs,12-Mar-16,Afghanistan,Zimbabwe,531,Afghanistan
Nagpur,8 wickets,12-Mar-16,Hong Kong,Scotland,532,Scotland
Dharamsala,12 runs,13-Mar-16,Ireland,Netherlands,533,Netherlands
Dharamsala,54 runs,13-Mar-16,Bangladesh,Oman,534,Bangladesh
Nagpur,47 runs,15-Mar-16,India,New Zealand,535,New Zealand
Eden Gardens,55 runs,16-Mar-16,Bangladesh,Pakistan,536,Pakistan
Wankhede,6 wickets,16-Mar-16,England,West Indies,537,West Indies
Eden Gardens,6 wickets,17-Mar-16,Afghanistan,Sri Lanka,538,Sri Lanka
Dharamsala,8 runs,18-Mar-16,Australia,New Zealand,539,New Zealand
Wankhede,2 wickets,18-Mar-16,England,South Africa,540,England
Eden Gardens,6 wickets,19-Mar-16,India,Pakistan,541,India
Wankhede,37 runs,20-Mar-16,Afghanistan,South Africa,542,South Africa
Bengaluru,7 wickets,20-Mar-16,Sri Lanka,West Indies,543,West Indies
Bengaluru,3 wickets,21-Mar-16,Australia,Bangladesh,544,Australia
Mohali,22 runs,22-Mar-16,New Zealand,Pakistan,545,New Zealand
Delhi,15 runs,23-Mar-16,Afghanistan,England,546,England
Bengaluru,1 run,23-Mar-16,India,Bangladesh,547,India
Mohali,21 runs,25-Mar-16,Australia,Pakistan,548,Australia
Nagpur,3 wickets,25-Mar-16,South Africa,West Indies,549,West Indies
Eden Gardens,75 runs,26-Mar-16,Bangladesh,New Zealand,550,New Zealand
Delhi,10 runs,26-Mar-16,England,Sri Lanka,551,England
Nagpur,6 runs,27-Mar-16,Afghanistan,West Indies,552,Afghanistan
Mohali,6 wickets,27-Mar-16,India,Australia,553,India
Delhi,8 wickets,28-Mar-16,South Africa,Sri Lanka,554,South Africa
Delhi,7 wickets,30-Mar-16,England,New Zealand,555,England
Wankhede,7 wickets,31-Mar-16,India,West Indies,556,West Indies
Eden Gardens,4 wickets,3-Apr-16,England,West Indies,557,West Indies
Harare,2 runs,18-Jun-16,Zimbabwe,India,558,Zimbabwe
Harare,10 wickets,20-Jun-16,Zimbabwe,India,559,India
Harare,3 runs,22-Jun-16,Zimbabwe,India,560,India
Southampton,8 wickets,5-Jul-16,England,Sri Lanka,561,England
Lauderhill,1 run,27-Aug-16,India,West Indies,562,West Indies
Lauderhill,-,28-Aug-16,India,West Indies,563,no result
Bready,40 runs,5-Sep-16,Ireland,Hong Kong,564,Hong Kong
Pallekele,85 runs,6-Sep-16,Sri Lanka,Australia,565,Australia
Manchester,9 wickets,7-Sep-16,England,Pakistan,566,Pakistan
Colombo (RPS),4 wickets,9-Sep-16,Sri Lanka,Australia,567,Australia
Dubai (DICS),9 wickets,23-Sep-16,Pakistan,West Indies,568,Pakistan
Dubai (DICS),16 runs,24-Sep-16,Pakistan,West Indies,569,Pakistan
Abu Dhabi,8 wickets,27-Sep-16,Pakistan,West Indies,570,Pakistan
ICCA Dubai,11 runs,14-Dec-16,U.A.E.,Afghanistan,571,Afghanistan
Dubai (DICS),5 wickets,16-Dec-16,U.A.E.,Afghanistan,572,Afghanistan
ICCA Dubai,44 runs,18-Dec-16,U.A.E.,Afghanistan,573,Afghanistan
Napier,6 wickets,3-Jan-17,New Zealand,Bangladesh,574,New Zealand
Mount Maunganui,47 runs,6-Jan-17,New Zealand,Bangladesh,575,New Zealand
Mount Maunganui,27 runs,8-Jan-17,New Zealand,Bangladesh,576,New Zealand
Abu Dhabi,24 runs,14-Jan-17,Hong Kong,Scotland,577,Scotland
Abu Dhabi,5 wickets,14-Jan-17,Afghanistan,Ireland,578,Afghanistan
Abu Dhabi,5 wickets,15-Jan-17,Netherlands,Oman,579,Netherlands
Abu Dhabi,7 wickets,16-Jan-17,Hong Kong,Oman,580,Oman
Abu Dhabi,5 wickets,16-Jan-17,U.A.E.,Afghanistan,581,Afghanistan
Abu Dhabi,7 runs,17-Jan-17,Netherlands,Scotland,582,Scotland
Dubai (DICS),24 runs,18-Jan-17,U.A.E.,Ireland,583,Ireland
Dubai (DICS),91 runs,18-Jan-17,Hong Kong,Netherlands,584,Hong Kong
Dubai (DICS),7 wickets,19-Jan-17,Oman,Scotland,585,Scotland
Dubai (DICS),8 wickets,20-Jan-17,Afghanistan,Oman,586,Afghanistan
Dubai (DICS),98 runs,20-Jan-17,Ireland,Scotland,587,Ireland
Dubai (DICS),10 wickets,20-Jan-17,Afghanistan,Ireland,588,Afghanistan
Centurion,19 runs,20-Jan-17,South Africa,Sri Lanka,589,South Africa
Johannesburg,3 wickets,22-Jan-17,South Africa,Sri Lanka,590,Sri Lanka
Cape Town,5 wickets,25-Jan-17,South Africa,Sri Lanka,591,Sri Lanka
Kanpur,7 wickets,26-Jan-17,India,England,592,England
Nagpur,5 runs,29-Jan-17,India,England,593,India
Bengaluru,75 runs,1-Feb-17,India,England,594,India
Auckland,78 runs,17-Feb-17,New Zealand,South Africa,595,South Africa
Melbourne,5 wickets,17-Feb-17,Australia,Sri Lanka,596,Sri Lanka
Geelong,2 wickets,19-Feb-17,Australia,Sri Lanka,597,Sri Lanka
Adelaide,41 runs,22-Feb-17,Australia,Sri Lanka,598,Australia
Greater Noida,6 wickets,8-Mar-17,Afghanistan,Ireland,599,Afghanistan
Greater Noida,17 runs,10-Mar-17,Afghanistan,Ireland,600,Afghanistan
Greater Noida,28 runs,12-Mar-17,Afghanistan,Ireland,601,Afghanistan
Bridgetown,6 wickets,26-Mar-17,West Indies,Pakistan,602,Pakistan
Port of Spain,3 runs,30-Mar-17,West Indies,Pakistan,603,Pakistan
Port of Spain,7 wickets,1-Apr-17,West Indies,Pakistan,604,West Indies
Port of Spain,7 wickets,2-Apr-17,West Indies,Pakistan,605,Pakistan
Colombo (RPS),6 wickets,4-Apr-17,Sri Lanka,Bangladesh,606,Sri Lanka
Colombo (RPS),45 runs,6-Apr-17,Sri Lanka,Bangladesh,607,Bangladesh
Abu Dhabi,5 wickets,12-Apr-17,U.A.E.,P.N.G.,608,U.A.E.
Abu Dhabi,30 runs,14-Apr-17,U.A.E.,P.N.G.,609,U.A.E.
Abu Dhabi,5 wickets,14-Apr-17,U.A.E.,P.N.G.,610,U.A.E.
Basseterre,6 wickets,2-Jun-17,West Indies,Afghanistan,611,West Indies
Basseterre,29 runs,3-Jun-17,West Indies,Afghanistan,612,West Indies
Basseterre,7 wickets,5-Jun-17,West Indies,Afghanistan,613,West Indies
Southampton,9 wickets,21-Jun-17,England,South Africa,614,England
Taunton,3 runs,23-Jun-17,England,South Africa,615,South Africa
Cardiff,19 runs,25-Jun-17,England,South Africa,616,England
Kingston,9 wickets,9-Jul-17,West Indies,India,617,West Indies
Colombo (RPS),7 wickets,6-Sep-17,Sri Lanka,India,618,India
Lahore,20 runs,12-Sep-17,Pakistan,World-XI,619,Pakistan
Lahore,7 wickets,13-Sep-17,Pakistan,World-XI,620,World-XI
Lahore,33 runs,15-Sep-17,Pakistan,World-XI,621,Pakistan
Chester-le-Street,21 runs,16-Sep-17,England,West Indies,622,West Indies
Ranchi,9 wickets,7-Oct-17,India,Australia,623,India
Guwahati,8 wickets,10-Oct-17,India,Australia,624,Australia
Abu Dhabi,7 wickets,26-Oct-17,Pakistan,Sri Lanka,625,Pakistan
Bloemfontein,20 runs,26-Oct-17,South Africa,Bangladesh,626,South Africa
Abu Dhabi,2 wickets,27-Oct-17,Pakistan,Sri Lanka,627,Pakistan
Potchefstroom,83 runs,29-Oct-17,South Africa,Bangladesh,628,South Africa
Lahore,36 runs,29-Oct-17,Pakistan,Sri Lanka,629,Pakistan
Delhi,53 runs,1-Nov-17,India,New Zealand,630,India
Rajkot,40 runs,4-Nov-17,India,New Zealand,631,New Zealand
Thiruvananthapuram,6 runs,7-Nov-17,India,New Zealand,632,India
Cuttack,93 runs,20-Dec-17,India,Sri Lanka,633,India
Indore,88 runs,22-Dec-17,India,Sri Lanka,634,India
Wankhede,5 wickets,24-Dec-17,India,Sri Lanka,635,India
Nelson,47 runs,29-Dec-17,New Zealand,West Indies,636,New Zealand
Mount Maunganui,-,1-Jan-18,New Zealand,West Indies,637,no result
Mount Maunganui,119 runs,3-Jan-18,New Zealand,West Indies,638,New Zealand
Wellington,7 wickets,22-Jan-18,New Zealand,Pakistan,639,New Zealand
Auckland,48 runs,25-Jan-18,New Zealand,Pakistan,640,Pakistan
Mount Maunganui,18 runs,28-Jan-18,New Zealand,Pakistan,641,Pakistan
Sydney,7 wickets,3-Feb-18,Australia,New Zealand,642,Australia
Sharjah,5 wickets,5-Feb-18,Afghanistan,Zimbabwe,643,Afghanistan
Sharjah,17 runs,6-Feb-18,Afghanistan,Zimbabwe,644,Afghanistan
Hobart,5 wickets,7-Feb-18,Australia,England,645,Australia
Melbourne,7 wickets,10-Feb-18,Australia,England,646,Australia
Wellington,12 runs,13-Feb-18,New Zealand,England,647,New Zealand
Mirpur,6 wickets,15-Feb-18,Bangladesh,Sri Lanka,648,Sri Lanka
Auckland,5 wickets,16-Feb-18,New Zealand,Australia,649,Australia
Hamilton,2 runs,18-Feb-18,New Zealand,England,650,England
Sylhet,75 runs,18-Feb-18,Bangladesh,Sri Lanka,651,Sri Lanka
Johannesburg,28 runs,18-Feb-18,South Africa,India,652,India
Auckland,19 runs,21-Feb-18,New Zealand,Australia,653,Australia
Centurion,6 wickets,21-Feb-18,South Africa,India,654,South Africa
Cape Town,7 runs,24-Feb-18,South Africa,India,655,India
Colombo (RPS),5 wickets,6-Mar-18,Sri Lanka,India,656,Sri Lanka
Colombo (RPS),6 wickets,8-Mar-18,Bangladesh,India,657,India
Colombo (RPS),5 wickets,10-Mar-18,Sri Lanka,Bangladesh,658,Bangladesh
Colombo (RPS),6 wickets,12-Mar-18,Sri Lanka,India,659,India
Colombo (RPS),17 runs,14-Mar-18,Bangladesh,India,660,India
Colombo (RPS),2 wickets,16-Mar-18,Sri Lanka,Bangladesh,661,Bangladesh
Colombo (RPS),4 wickets,18-Mar-18,Bangladesh,India,662,India
Karachi,143 runs,1-Apr-18,Pakistan,West Indies,663,Pakistan
Karachi,82 runs,2-Apr-18,Pakistan,West Indies,664,Pakistan
Karachi,8 wickets,3-Apr-18,Pakistan,West Indies,665,Pakistan
Lord's,72 runs,31-May-18,ICC World XI,West Indies,666,West Indies
Dehradun,45 runs,3-Jun-18,Afghanistan,Bangladesh,667,Afghanistan
Dehradun,6 wickets,5-Jun-18,Afghanistan,Bangladesh,668,Afghanistan
Dehradun,1 run,7-Jun-18,Afghanistan,Bangladesh,669,Afghanistan
Rotterdam,4 runs,12-Jun-18,Netherlands,Ireland,670,Netherlands
Edinburgh,48 runs,12-Jun-18,Scotland,Pakistan,671,Pakistan
Rotterdam,4 wickets,13-Jun-18,Netherlands,Ireland,672,Netherlands
Edinburgh,84 runs,13-Jun-18,Scotland,Pakistan,673,Pakistan
Deventer,46 runs,16-Jun-18,Ireland,Scotland,674,Ireland
Deventer,-,17-Jun-18,Ireland,Scotland,675,tied
Amstelveen,7 wickets,19-Jun-18,Netherlands,Scotland,676,Scotland
Amstelveen,115 runs,20-Jun-18,Netherlands,Scotland,677,Scotland
Dublin (Malahide),76 runs,27-Jun-18,Ireland,India,678,India
Birmingham,28 runs,27-Jun-18,England,Australia,679,England
Dublin (Malahide),143 runs,29-Jun-18,Ireland,India,680,India
Harare,74 runs,1-Jul-18,Zimbabwe,Pakistan,681,Pakistan
Harare,9 wickets,2-Jul-18,Australia,Pakistan,682,Australia
Harare,100 runs,3-Jul-18,Zimbabwe,Australia,683,Australia
Manchester,8 wickets,3-Jul-18,England,India,684,India
Harare,7 wickets,4-Jul-18,Zimbabwe,Pakistan,685,Pakistan
Harare,45 runs,5-Jul-18,Australia,Pakistan,686,Pakistan
Harare,5 wickets,6-Jul-18,Zimbabwe,Australia,687,Australia
Cardiff,5 wickets,6-Jul-18,England,India,688,England
Harare,6 wickets,8-Jul-18,Australia,Pakistan,689,Pakistan
Bristol,7 wickets,8-Jul-18,England,India,690,India
Lord's,-,29-Jul-18,Nepal,Netherlands,691,no result
Basseterre,7 wickets,31-Jul-18,West Indies,Bangladesh,692,West Indies
Lauderhill,12 runs,4-Aug-18,Bangladesh,West Indies,693,Bangladesh
Lauderhill,19 runs,5-Aug-18,Bangladesh,West Indies,694,Bangladesh
Colombo (RPS),3 wickets,14-Aug-18,Sri Lanka,South Africa,695,Sri Lanka
Bready,16 runs,20-Aug-18,Ireland,Afghanistan,696,Afghanistan
Bready,81 runs,22-Aug-18,Ireland,Afghanistan,697,Afghanistan
East London,34 runs,9-Oct-18,South Africa,Zimbabwe,698,South Africa
Potchefstroom,6 wickets,12-Oct-18,South Africa,Zimbabwe,699,South Africa
Abu Dhabi,7 wickets,22-Oct-18,U.A.E.,Australia,700,Australia
Abu Dhabi,66 runs,24-Oct-18,Australia,Pakistan,701,Pakistan
Dubai (DICS),11 runs,26-Oct-18,Australia,Pakistan,702,Pakistan
Colombo (RPS),30 runs,27-Oct-18,Sri Lanka,England,703,England
Dubai (DICS),33 runs,28-Oct-18,Australia,Pakistan,704,Pakistan
Abu Dhabi,2 runs,31-Oct-18,New Zealand,Pakistan,705,Pakistan
Dubai (DICS),6 wickets,2-Nov-18,New Zealand,Pakistan,706,Pakistan
Eden Gardens,5 wickets,4-Nov-18,India,West Indies,707,India
Dubai (DICS),47 runs,4-Nov-18,New Zealand,Pakistan,708,Pakistan
Lucknow,71 runs,6-Nov-18,India,West Indies,709,India
Chennai,6 wickets,11-Nov-18,India,West Indies,710,India
Carrara,21 runs,17-Nov-18,Australia,South Africa,711,South Africa
Brisbane,4 runs,21-Nov-18,Australia,India,712,Australia
Melbourne,-,23-Nov-18,Australia,India,713,no result
Sydney,6 wickets,25-Nov-18,Australia,India,714,India
Sylhet,8 wickets,17-Dec-18,Bangladesh,West Indies,715,West Indies
Mirpur,36 runs,20-Dec-18,Bangladesh,West Indies,716,Bangladesh
Mirpur,50 runs,22-Dec-18,Bangladesh,West Indies,717,West Indies
Auckland,35 runs,11-Jan-19,New Zealand,Sri Lanka,718,New Zealand
Al Amerat,41 runs,20-Jan-19,Bahrain,Saudi Arabia,719,Bahrain
Al Amerat,8 wickets,20-Jan-19,Kuwait,Maldives,720,Kuwait
Al Amerat,2 wickets,21-Jan-19,Bahrain,Maldives,721,Bahrain
Al Amerat,4 wickets,21-Jan-19,Qatar,Saudi Arabia,722,Qatar
Al Amerat,-,22-Jan-19,Kuwait,Qatar,723,tied
Al Amerat,6 wickets,22-Jan-19,Maldives,Saudi Arabia,724,Saudi Arabia
Al Amerat,8 wickets,23-Jan-19,Maldives,Qatar,725,Qatar
Al Amerat,7 wickets,23-Jan-19,Bahrain,Kuwait,726,Kuwait
Al Amerat,7 wickets,24-Jan-19,Kuwait,Saudi Arabia,727,Saudi Arabia
Al Amerat,48 runs,24-Jan-19,Bahrain,Qatar,728,Qatar
Al Amerat,8 wickets,24-Jan-19,Qatar,Saudi Arabia,729,Saudi Arabia
ICCA Dubai,21 runs,31-Jan-19,U.A.E.,Nepal,730,U.A.E.
ICCA Dubai,4 wickets,1-Feb-19,U.A.E.,Nepal,731,Nepal
Cape Town,6 runs,1-Feb-19,South Africa,Pakistan,732,South Africa
ICCA Dubai,14 runs,3-Feb-19,U.A.E.,Nepal,733,Nepal
Johannesburg,7 runs,3-Feb-19,South Africa,Pakistan,734,South Africa
Wellington,80 runs,6-Feb-19,New Zealand,India,735,New Zealand
Centurion,27 runs,6-Feb-19,South Africa,Pakistan,736,Pakistan
Auckland,7 wickets,8-Feb-19,New Zealand,India,737,India
Hamilton,4 runs,10-Feb-19,New Zealand,India,738,New Zealand
Al Amerat,7 wickets,13-Feb-19,Netherlands,Scotland,739,Netherlands
Al Amerat,15 runs,13-Feb-19,Oman,Ireland,740,Ireland
Al Amerat,8 wickets,15-Feb-19,Oman,Netherlands,741,Netherlands
Al Amerat,6 wickets,15-Feb-19,Ireland,Scotland,742,Scotland
